class	subscriber	message_body	timestamp	type
0	56	How are you and everyone doing today?  Just know I am keeping you close~love you.  lucy	4/3/12 10:08	Incoming
1	8	Sorry just got home hun. Uugghh I need a joint soo bad. Hows ur head?	4/3/12 10:43	Incoming
1	8	"I heard about a guy who was trippin and jumped out of a 5th story window, thought he could fly"	4/3/12 10:43	Incoming
1	15	she gotta have blow or crack ok?	4/3/12 10:43	Incoming
1	17	k but this chiva be black tar he experienced?	4/3/12 10:43	Incoming
1	8	I need some blow.  Ill buy.	4/3/12 10:44	Outgoing
1	8	that kinda crap is happening a lot nowadays with those bath salts	4/3/12 10:44	Outgoing
1	15	blow 	4/3/12 10:44	Outgoing
1	17	yeah he can handle his antifreeze	4/3/12 10:44	Outgoing
0	33	Are you home today	4/3/12 10:49	Incoming
0	33	No heading home soon. Gettimg my cap and gown right now	4/3/12 10:53	Outgoing
0	56	I am pretending to be strong. Getting my cap and gown.	4/3/12 10:56	Outgoing
0	33	Ok.	4/3/12 11:07	Incoming
0	33	Do i need to call you	4/3/12 11:17	Outgoing
0	33	"No, checking.g in."	4/3/12 11:51	Incoming
0	33	Home	4/3/12 12:05	Outgoing
0	33	Going.	4/3/12 12:05	Outgoing
0	12	Almost there	4/3/12 13:10	Incoming
1	8	like ivory junk?	4/3/12 13:10	Incoming
1	15	gotcha ill get some blow fo sho	4/3/12 13:10	Incoming
1	16	hey devon I pay u even better than 85 I got schmeck	4/3/12 13:10	Outgoing
0	56	gements yet?  How is she?  Love you.  lucy	4/3/12 13:44	Incoming
0	56	"I'm sorry~its hard to pretend, I know.  Cap and gown for graduation next month~exciting!  I'm here if you need me.  Have you helped Amanda with any arran"	4/3/12 13:44	Incoming
0	12	Jessica boys brother jake shot last nite.isnt that fuckd up.the kid who shot him jus drove off n left him to die but they arrestd him	4/3/12 14:15	Outgoing
0	8	"yeah, people be eating their own poop and eating people's faces off and stuff"	4/3/12 14:15	Outgoing
1	16	hey devon I need some nose candy	4/3/12 14:15	Outgoing
1	16	the real tecate?	4/3/12 14:15	Incoming
0	12	Damn thats crazy. How r they doin?	4/3/12 14:16	Incoming
0	8	WHAT?!? That's like zombie shit	4/3/12 14:16	Incoming
0	16	it gonna cost u	4/3/12 14:16	Incoming
0	16	ya	4/3/12 14:16	Outgoing
0	12	Theyr pretty torn up	4/3/12 14:16	Outgoing
1	8	yeah those bath salts make ppl do crazy shit	4/3/12 14:16	Outgoing
0	16	I know that how much?	4/3/12 14:16	Outgoing
1	16	I might even have to throw in some XTC	4/3/12 14:16	Incoming
0	12	I bet how sad. I didnt no they had another brother 	4/3/12 14:17	Incoming
1	8	now that isn't the same as that salvia stuff is it?	4/3/12 14:17	Incoming
1	16	8 ball blow run u 85	4/3/12 14:17	Incoming
1	16	yeah this girl might wanna roll on some XTC	4/3/12 14:17	Outgoing
0	12	Yea n he had jus had a baby 4 months ago too	4/3/12 14:32	Incoming
1	8	"no, bath salts are different from salvia"	4/3/12 14:32	Outgoing
0	16	that�s steep	4/3/12 14:32	Outgoing
1	16	yeah they like rollin on E	4/3/12 14:32	Incoming
0	33	How is Amanda doing?	4/3/12 15:22	Incoming
0	13	Free T-Mobile Msg: We have canceled a line from your account as of 04/03/2012. For account details view the information on my.t-mobile.com.	4/3/12 15:41	Incoming
1	8	"salvia is like weed, but makes you trip more than chill"	4/3/12 15:41	Incoming
1	16	ill throw in some dro	4/3/12 15:41	Incoming
1	16	add some coke to the mix and we got ourselves a party	4/3/12 15:41	Outgoing
0	56	Speaking with them now.	4/3/12 15:42	Outgoing
0	13	Free T-Mobile Msg: Payment for $94.00 posted to your account on 04/03/2012. Details at my.t-mobile.com	4/3/12 15:50	Incoming
0	8	oic	4/3/12 15:50	Outgoing
0	16	k where u at	4/3/12 15:50	Outgoing
0	16	am I invited to this party?	4/3/12 15:50	Incoming
1	8	jake od'd last night if you didn't hear by now - too much smack	4/3/12 15:51	Outgoing
0	14	Joe popped my balloon today	4/3/12 15:51	Outgoing
0	16	my crib	4/3/12 15:51	Incoming
0	16	of course	4/3/12 15:51	Outgoing
0	56	"Sending love, hugs and strength.  I wish I could take the pain away.  lucy"	4/3/12 15:59	Incoming
0	39	Gram mentioned she would like to know what is going on but doesn't want to interrupt. If you get a chance can you call her??	4/3/12 16:15	Incoming
0	53	7735551212 john doe	4/3/12 18:31	Outgoing
0	53	Got it  thank u so much.  Love u	4/3/12 18:32	Incoming
0	8	I heard	4/3/12 19:03	Incoming
0	14	Oh well	4/3/12 19:03	Incoming
0	16	cu in 20	4/3/12 19:03	Outgoing
1	16	thx for the tecate	4/3/12 19:03	Incoming
0	33	Tom said if Amanda needs him as a Paul bare he will.	4/3/12 20:50	Incoming
0	117	What do you wanna do for the pictures tomorrow?	4/3/12 20:50	Incoming
0	33	Tom is going to be cremated.	4/3/12 20:51	Outgoing
0	117	I am going to get mine together soon. I think Amanda found some. Sara is looking too.	4/3/12 20:52	Outgoing
0	53	Love you too.	4/3/12 20:53	Outgoing
0	117	Alrighty me and myndad are taking care of it too.	4/3/12 20:54	Incoming
0	117	other group is sending some as well.	4/3/12 21:35	Outgoing
0	117	Okay so are we gonna make the video tomorrow?	4/3/12 21:36	Incoming
0	117	I hope to. If not tomorrow thursday	4/3/12 21:37	Outgoing
0	117	Alrighty keep me posted. Thank you for including me	4/3/12 21:42	Incoming
0	8	So sad :(	4/3/12 22:06	Incoming
1	14	hey I got some shrooms	4/3/12 22:06	Outgoing
1	17	hey I got coke for tonight	4/3/12 22:06	Outgoing
0	33	Ok.  Didn't know that.	4/4/12 5:38	Incoming
0	33	Have to leave Sunday.  Can't have Monday off.  Sorry	4/4/12 9:34	Incoming
0	33	We will celebrate Easter and Toms birthday on Saturday.	4/4/12 9:36	Outgoing
0	33	Ok	4/4/12 9:45	Incoming
0	53	Toms mom passed away this morning. He just posted something on fb.	4/4/12 22:41	Outgoing
0	53	Services at funeral homes saturday from 3 - 8 pm. Posted on his page.	4/4/12 22:56	Outgoing
0	33	Toms mom passed away today.	4/4/12 22:57	Outgoing
0	39	Uncle Toms mom passed away today. Funeral arrangements on his page.	4/4/12 22:57	Outgoing
0	33	"Oh no, I'm so sorry to hear that"	4/4/12 22:58	Incoming
0	33	"He posted something a few minutes ago, but she passed this morning."	4/4/12 22:59	Outgoing
0	49	Tom's mom passed this morning.	4/4/12 23:01	Outgoing
0	53	Thanks cindy.	4/5/12 8:01	Incoming
0	33	Should be in around 4:30	4/5/12 9:25	Incoming
0	116	Have you guys read the obituary yet? Did someone call the times already or would you like me to?	4/5/12 10:02	Incoming
0	116	"Could you call them please. I saw it, but i want to get these pictures scanned."	4/5/12 10:03	Outgoing
0	116	"Yes, we will."	4/5/12 10:04	Incoming
0	116	Can you give me a quick phone call. 5551212	4/5/12 10:09	Incoming
0	116	Tom's mom passed away yesterday. Visitation is Saturday @ 3-8pm.	4/5/12 10:23	Outgoing
0	116	How do spell mindys name	4/5/12 10:28	Incoming
0	116	Mindarella� I dunno	4/5/12 10:33	Outgoing
0	33	In Rockford now.	4/5/12 13:31	Incoming
0	56	Just checking in on you; how are you holding up?  Love you .  lucy	4/5/12 15:33	Incoming
0	39	Grandma is in the hospital.	4/5/12 19:10	Incoming
0	39	I will say a prayer for her.	4/5/12 19:24	Outgoing
0	53	Happy Birthday Belinda. I hope you go out for drinks tonight.	4/5/12 19:24	Outgoing
0	53	No just sitting in my room crying actually.  But thank u.	4/5/12 20:08	Incoming
0	92	Hl	4/6/12 9:06	Incoming
0	92	On my way	4/6/12 9:30	Outgoing
0	92	OK. See you soon.	4/6/12 9:31	Incoming
0	92	.5 hours	4/6/12 9:32	Outgoing
0	53	What time is the service for Tom tomorrow and is it at place where moms was?	4/6/12 20:12	Incoming
0	53	10 am sharp. At funeral home where mom was.	4/6/12 20:17	Outgoing
0	53	Thanks. Ill b there.	4/6/12 22:45	Incoming
0	56	Thank you for supporting us last night. It meant so very much to me. I love you.	4/7/12 7:32	Outgoing
0	56	I love you like you were my sister if I had one.  I will be holding you in my heart today.  lucy	4/7/12 8:55	Incoming
0	53	U coming to the funeral home	4/7/12 17:56	Incoming
0	53	Horrible fight. Finally got there at 7 pm.	4/7/12 21:57	Outgoing
0	53	With who	4/7/12 21:58	Incoming
0	53	I am getting drunk.  Want ro meet me and Mindy for drinks	4/7/12 21:59	Incoming
1	53	"No, took nerve pill. Cannot drink."	4/7/12 22:00	Outgoing
0	53	Yes.	4/7/12 22:01	Outgoing
0	53	???	4/7/12 22:01	Incoming
0	53	Family flight	4/7/12 22:01	Incoming
0	53	So sorry.	4/7/12 22:02	Incoming
0	81	Have a blessed Easter	4/8/12 10:31	Incoming
0	81	Thank you. You too.	4/8/12 11:38	Outgoing
0	116	"Hi cindy, please wish everyone a happy easter from us....i hope you are having a more relaxing day."	4/8/12 13:50	Incoming
0	116	"Yes, we are. Much was said last night when i came home after taking Amanda home. Lucy actually left last night. Mom, Sara, Michael and I cleared the air in many aspects. Does not mean things are better, but conversations that needed to be said. How is michelle? I hope your Easter is pleasant and relaxing as well. Sorry you had to witness the outbursts yesterday. I am so sorry you were forced to witness such immaturity under the given circumstances. I apologize for my families actions. It was inappropriate.

Love and best wishes for today."	4/8/12 13:55	Outgoing
0	116	Thanks cindy and don't worry about it. Every family has its issues. I just hope tings keep getting better for you guys. Thinking of you. Love you.	4/8/12 17:08	Incoming
0	116	"Oh yeah, michelle is doing a little better. She is still achy and has a sore throat, better her fever is gone for now. Thanks for asking."	4/8/12 17:10	Incoming
0	92	"I left $20, Toms memory card and my lip earring in your pants"	4/8/12 17:46	Incoming
0	92	I found the lip ring and Michael has it. I will get the others out of the jeans	4/8/12 17:47	Outgoing
0	92	Thanks!!!	4/8/12 18:16	Incoming
0	92	Rachel had blocked me now also.	4/8/12 18:17	Outgoing
0	92	The $20 was Bob's so I feel bad :-/	4/8/12 18:17	Incoming
0	92	She defriended me and adam but didn't block as far as I know. Tom is still my friend	4/8/12 18:18	Incoming
0	92	No	4/8/12 18:19	Incoming
0	92	Did you see his reply on Sara's post?	4/8/12 18:19	Outgoing
0	56	Thinking about you today.  lucy	4/9/12 7:33	Incoming
0	56	"And I of you. I meant to call yesterday, but i never got around to it. Sorry."	4/9/12 7:56	Outgoing
0	92	At ER with Bob. Split eye lid open.	4/9/12 13:08	Incoming
0	56	No worries~i know you had a lot going on.  How are you feeling?   How do you think Amanda is doing?  You both have been on my mind.  Take care of yourself!	4/9/12 14:00	Incoming
0	92	We just got brought back to see the doctor.	4/9/12 14:02	Incoming
0	92	What is the status on Bob?	4/9/12 14:02	Outgoing
0	56	Samantha is at the hospital with Bob. He split his eye lid open.	4/9/12 14:06	Outgoing
0	56	"What next?  We need to do a cleansing or something at your house~holy water, candles and prayers.  Let me know how he is."	4/9/12 14:10	Incoming
0	56	"Well, Bob got three stitches."	4/9/12 15:01	Outgoing
0	92	At least two stitches are coming.	4/9/12 15:34	Incoming
0	53	Today is Robert Johnson's birthday.	4/9/12 16:37	Outgoing
0	53	Bob got three stitches by his eye today as well.	4/9/12 16:37	Outgoing
0	56	Hope he's ok now.  How are you holding up?	4/9/12 16:39	Incoming
0	53	Yes. I wished Mike last night cuz remembered our bds r close. Wnat happended to Bob?	4/9/12 16:43	Incoming
0	33	Do you have school tonight?  Would like to talk with you.	4/9/12 17:42	Incoming
0	56	Keeping busy to keep my mind off of it.	4/9/12 18:07	Outgoing
0	33	No. I do not.	4/9/12 18:07	Outgoing
0	56	You know where to find me.  Xoxo	4/9/12 18:22	Incoming
0	33	"Fine, I tried and told mom I was going to.  Good bye, I will send your computer back."	4/9/12 18:46	Incoming
0	33	"Wait, i replied i do not have school tonight. I answered your question"	4/9/12 18:55	Outgoing
0	92	Are your Asian professors Chinese or Japanese?	4/10/12 12:05	Incoming
0	92	Chinese and korean why	4/10/12 12:52	Outgoing
0	92	In was looking for someone that knew chinese so I don't end up with the wrong symbols.	4/10/12 12:54	Incoming
0	92	I have a student worker who knows chinese	4/10/12 12:55	Outgoing
0	53	Fell.	4/10/12 15:12	Outgoing
0	53	Yeah read it on Facebook last night	4/10/12 15:13	Incoming
0	36	I got your voice mail.	4/12/12 18:11	Outgoing
0	70	"Hey cindy, am I supposed to be at this spring convocation right now. He sent it to tech support and it says mandatory..."	4/13/12 8:05	Incoming
0	70	"Who sent it, jim?"	4/13/12 8:17	Outgoing
0	70	Yup	4/13/12 8:18	Incoming
0	70	Ok.	4/13/12 8:25	Outgoing
0	92	th ago.    Thank you.   It shipped out the Monday after you went off the deep end. If she didn't get it she needs to contact me not you.	4/13/12 10:53	Outgoing
0	92	I would appreciate it is you would talk with your daughter about stirring shit up again.  I asked her to please send out an item my friend ordered a mon	4/13/12 10:53	Outgoing
0	90	K. Just saw emails. Was calling in regards.	4/13/12 14:02	Incoming
0	90	In a traing session until 3:30	4/13/12 14:02	Outgoing
0	33	either so FUCK OFF!!!!!!!!!!!!!!	4/13/12 16:08	Incoming
0	33	"I'm sorry to bring you into this, but I am going to contact someone about her harassment.   You are such a bitch. Mom has nothing to do with my business"	4/13/12 16:08	Incoming
0	92	(2/2)I wasn't sure if they could exchange one piece or would need to do them all??	4/14/12 15:01	Incoming
0	92	(1/2)Can you call pharmacy and ask about the pans. It looks like there are areas where the coloring might be botched. You'd have to ask adam for specific details but	4/14/12 15:01	Incoming
0	49	U awake?	4/15/12 13:32	Outgoing
0	49	Mom wa s wondering when she could call you.	4/15/12 13:34	Outgoing
0	49	Whats up?	4/15/12 13:34	Incoming
0	56	"My moms surgery is cancelled tomorrow, the Dr had an emergency~she has to call tomorrow to try to reschedule.  lucy"	4/15/12 16:09	Incoming
0	56	Bummer. She was so looking forward to this.	4/15/12 18:24	Outgoing
0	56	"Oh, i am so sorry. I hope he can reschedule her quickly."	4/15/12 19:10	Outgoing
0	56	She can barely walk~we got a wheelchair for her now	4/15/12 19:10	Incoming
0	56	I will keep you posted when we find out more tomorrow.	4/15/12 19:26	Incoming
0	56	Ok.	4/15/12 21:14	Outgoing
0	56	Surgery is on for April 23~the Dr has the flu.  lucy	4/16/12 10:25	Incoming
0	114	"Hi cindy, this is Rachel I'm on my way running late."	4/16/12 12:40	Incoming
0	49	"MichelleKing asked about your camper tonight on fb. She wanted to know the size, year, and model. Any info you want me to pass along."	4/16/12 21:00	Outgoing
0	56	"Just checking in on you today.  Hope you are ok.  Love you, lucy"	4/17/12 8:05	Incoming
0	56	"Thank you & Amanda for the card and the beautiful note inside.  Hope you are doing ok.  Love, lucy"	4/18/12 7:47	Incoming
0	70	Rich Smith may want to purchase your html book. What  price are you willing to sell it for?	4/18/12 8:30	Outgoing
0	92	(1/2)mindy and James have been begging me to stay with you. Would you have time for them this weekend? I am still really nervous about them being around grandma but	4/19/12 12:09	Incoming
0	92	(2/2)I don't like making them and you suffer because she is too selfish to care about us.	4/19/12 12:10	Incoming
0	53	There is a going away party for us at the McCormick Center tomorrow night at 630.  Ur family is welcome. Dinner too.	4/19/12 13:15	Incoming
0	92	I am not sure. I have two weeks of classes left and i am behind. I will let you know soon.	4/19/12 13:24	Outgoing
0	53	Thank you. I will try to come. When do you head back to orlando?	4/19/12 13:25	Outgoing
0	92	"I am not sure I understand completely, you will let me know if they can this weekend or not this weekend but maybe later?"	4/19/12 13:33	Incoming
0	92	"About this weekend. I have my directed project to finish, a paper to write, and two labs to finish and a wake tonight for Papa."	4/19/12 14:42	Outgoing
0	92	Papa didn't make it?!?! Oh no!!!	4/19/12 18:58	Incoming
0	70	"Good morning, I woke up this morning not feeling very well so I will be a little late. I will be in as soon as possible"	4/20/12 8:06	Incoming
0	70	That is fine. I am running late too.	4/20/12 8:16	Outgoing
0	63	Are you in yet?	4/20/12 9:18	Outgoing
0	63	Yea	4/20/12 9:19	Incoming
1	49	Mike Smith and jacks. halsted and fullerton. Attorney you should call. Just got popped with possession of MJ	4/20/12 9:27	Outgoing
0	33	s for kids.	4/20/12 10:06	Incoming
0	33	"Nope sure don't. Not me, thats for sure."	4/20/12 15:44	Outgoing
0	49	Soccer game at 1:30 today. Same place.	4/21/12 8:51	Outgoing
1	49	"did he catch u wit a roach or a bunch of sticks, or worse?"	4/21/12 9:33	Incoming
0	56	"My mom is in recovery now, haven't seen her yet.  Dr said all went well~i will keep you posted~thanks for your prayers!"	4/23/12 7:40	Incoming
0	56	Any word yet?	4/23/12 17:13	Outgoing
0	56	home already.	4/23/12 17:26	Incoming
0	56	She is in a room now.  Dr was pleased with procedure.  She has pain meds today in a drip.  Pt starts tomorrow.  She is in good spirits and wants to come	4/23/12 17:26	Incoming
0	56	How are you?  How is Amanda?  Love you.	4/23/12 18:46	Incoming
0	56	I ak ok. Working on homework. Amanda not so good. She has to find a roommate  or face losing her house.	4/23/12 18:47	Outgoing
0	56	Love you too. Tell mom i said hello and no running. It is too early for that.	4/23/12 18:48	Outgoing
0	56	Sorry to hear that~wish I knew someont.  How many more days of class?	4/23/12 18:49	Incoming
0	56	She is ready to get out of there!	4/23/12 18:50	Incoming
0	56	I have two more classes and a final. This week wednesday and next week wednesday. I have a presentation due this week.	4/23/12 21:01	Outgoing
0	43	Do you want me to bring in my laptop tonight?  Will I be seeing you tonight?  Need to finalize graduation	4/24/12 15:34	Incoming
0	43	Ok	4/24/12 15:43	Incoming
0	43	I will be here. Do not bring your laptop just yet. John Doe owes me some documentation first.	4/24/12 15:43	Outgoing
0	49	I told mom that we did not say anything to her in hopes I could fix it without her getting wound up over it.	4/24/12 16:38	Incoming
0	38	ork to run?	4/24/12 22:17	Incoming
0	38	"ry running this application again.""  That is the same message that I received over the weekend.  Is it possible that The computer must be on our school netw"	4/24/12 22:17	Incoming
0	38	"cindy, I received the following message after clicking on the disk drive to install the lion OS.   ""An error occurred while preparing the installation. T"	4/24/12 22:17	Incoming
0	38	Should not. I have Michelle laptop. I will try on hers and see what happends.	4/25/12 7:45	Outgoing
0	48	Are u back in town?	4/25/12 11:39	Outgoing
0	48	Yes	4/25/12 11:42	Incoming
0	48	Ken just spoke with Professor Smith. The presentations are next week.	4/25/12 15:45	Incoming
0	48	"Yes, thank you for that bit of news."	4/25/12 15:54	Outgoing
0	48	;)	4/25/12 15:56	Incoming
0	49	Rocky Jimbo gave me the name of the attorney.	4/25/12 16:08	Outgoing
0	49	Nice. Hope something good comes out of it for you.	4/25/12 16:11	Outgoing
0	49	He is going to conduct a phone interview with me monday at 3pm.	4/25/12 16:11	Incoming
0	49	I just hope he gets me off!	4/25/12 16:12	Incoming
0	49	Me too.	4/25/12 16:16	Outgoing
0	49	I am going to ultra to get some of the ham for hoggies do you want any?	4/25/12 18:03	Incoming
0	43	"I cannot send my paper tonight. I am having internet problems. If not up soon, i will send as soon as it is restored or when i can get somewhere where i can gain access. Maybe from hospital tomorrow or my sisters house. Enjoy your time in Indy."	4/25/12 23:03	Outgoing
0	43	Ok. But try to get Jody to arrange a presentation day and time.  Susie may need to help.	4/26/12 8:05	Incoming
0	43	Yes. Mabel said nothing will happen today because of computer science day going on.	4/26/12 9:05	Outgoing
0	126	"Inquiry on maytag washer and dryer. Age, working condition, gas or electronic dryer?"	4/26/12 9:59	Outgoing
0	126	9 yrs works    I'll send photos	4/26/12 10:38	Incoming
0	126	Gas	4/26/12 10:53	Incoming
0	126	Is the dryer gas or electric?	4/26/12 10:53	Outgoing
0	126	Let me know if your interested becuz I have someone coming tonight to look at them.	4/26/12 11:39	Incoming
0	126	I have another woman saying she has a pair that are 5 yrs old for $300. Wanting to look at those too.	4/26/12 11:41	Outgoing
0	126	Ok no problem	4/26/12 11:52	Incoming
0	126	Still may be interested. But take first offer. I understand.	4/26/12 11:57	Outgoing
0	126	Ok thank you	4/26/12 12:04	Incoming
0	90	Surgery pushed back again. Looks like 2:00 pm.	4/26/12 12:10	Outgoing
0	90	Sorry dude. Hows it going?	4/26/12 12:11	Outgoing
0	90	K.	4/26/12 12:11	Incoming
0	90	Not bad. Just talking with people.	4/26/12 12:12	Incoming
0	90	Knock em out dude.	4/26/12 12:13	Outgoing
0	90	Feisty!	4/26/12 12:14	Incoming
0	90	"Mom is arguing with the nurse. Telling them not to piss her off, or she will not come back for the other eye."	4/26/12 12:14	Outgoing
0	90	Yes. Sometimes too feisty for her own good.	4/26/12 12:15	Outgoing
0	33	She cracks me up!!!	4/26/12 17:09	Incoming
0	49	How is the soccer game going?	4/27/12 9:59	Incoming
0	49	What?	4/27/12 10:00	Outgoing
0	49	Mom says tv is really bright.	4/27/12 10:02	Outgoing
0	33	How's her vision?	4/27/12 10:02	Incoming
0	49	Saturday games starts at 9:30 am. Pictures at mccormick center 8:45 am.	4/27/12 10:02	Outgoing
0	49	Realized that after I sent it	4/27/12 10:04	Incoming
0	49	"Cool, how does she feel?"	4/27/12 10:06	Incoming
0	33	Blurry. She has normal eye swelling. But colors are really bright and intense.	4/27/12 10:28	Outgoing
0	49	Eye is still itchy.	4/27/12 10:29	Outgoing
0	49	Are we going to wrigleyville? I am punching out now.	4/27/12 11:28	Incoming
0	49	"If you are up to it. If you need sleep, i understand. Mom is napping now. She is so funny."	4/27/12 11:29	Outgoing
0	49	How anout 1?	4/27/12 11:54	Incoming
0	49	That is fine with me. Gives you time to relax a bit. If you want it can even be a later on as well.	4/27/12 11:56	Outgoing
0	92	Pictures at mccormick center at :45 tomorrow.	4/27/12 22:08	Outgoing
0	92	(3/3)thinking about grilling dinner.	4/28/12 15:17	Incoming
0	92	"(2/3)with you, you are more than welcome to. We will be back out tomorrow after we have the Honda looked at because I have a party at 3 in Naperville. We were"	4/28/12 15:17	Incoming
0	92	(1/3)adam and I were discussing and came up with this: he is going to take the kids to the jump thing tonight. If you would like to attend and invite mindy home	4/28/12 15:17	Incoming
0	92	What?	4/28/12 15:17	Outgoing
0	92	I think 530-8	4/28/12 15:19	Incoming
0	92	What time is the jump thing tonight?	4/28/12 15:19	Outgoing
0	92	Ok. I will talk it over with grandma.	4/28/12 15:20	Outgoing
0	92	Coach said 530-830.	4/28/12 15:25	Incoming
0	92	We left the plants. Can you put them in the garage or at least under the bench in case it frosts?	4/28/12 15:29	Incoming
0	92	Yes i will put them in the garage.	4/28/12 15:44	Outgoing
0	92	Thanks!	4/28/12 16:33	Incoming
0	92	Actually in the kitchen.	4/28/12 17:00	Outgoing
0	40	We have arrived at jump. Samantha wanted me to let you know	4/28/12 18:47	Incoming
0	40	Leaving now	4/28/12 19:34	Outgoing
0	40	OK. Still jumping with reckless abandon	4/28/12 19:35	Incoming
0	40	I'm here.	4/28/12 19:49	Outgoing
0	40	We are in the red room	4/28/12 19:50	Incoming
0	92	Thanks!!!	4/28/12 23:49	Incoming
0	92	The kids were awake until 12:30 am.	4/29/12 8:02	Outgoing
0	33	Mom says it looks good. Like the color of the wall.	4/29/12 19:14	Outgoing
0	33	Thank you for showing her.  Tell her thanks!!	4/29/12 19:15	Incoming
0	33	No problem. Any time.	4/29/12 19:16	Outgoing
0	58	Hello did u get it?	4/30/12 20:44	Incoming
0	114	"Hello cindy, I'm meeting with my group will be there in 20 mins."	5/1/12 12:58	Incoming
0	43	I will be in a meeting until 4 in case anyone is looking for me	5/1/12 15:10	Incoming
0	88	Hey cindy I'm here in town. I'm here in wrigleyville for the nite	5/1/12 16:42	Incoming
0	90	I saw your changes to the power point. Just finished my work on the paper.	5/1/12 21:00	Incoming
0	70	What time do u think u will get into ur office at? Should I slide my time sheet under ur door	5/2/12 9:57	Incoming
0	70	I am in a training until 11:30. Slide under door if you want or leave in my mailbox.	5/2/12 10:09	Outgoing
0	39	I think i need to purchase one of those vibrators for my headaches. What price ranges are we looking at?	5/2/12 15:27	Outgoing
0	70	I saw Ken like the playboy bunny :)	5/2/12 19:56	Incoming
0	39	How did the bullet work for you?	5/3/12 15:30	Incoming
0	39	Not.	5/3/12 17:35	Outgoing
0	39	that sucks! :(	5/3/12 17:52	Incoming
0	39	My head is killing me.	5/3/12 19:14	Outgoing
0	39	Sorry to hear.	5/3/12 19:21	Outgoing
0	39	"Gas @ family express in Chicago, $3.59 a gal."	5/3/12 19:21	Outgoing
0	39	Sorry. at hospital with Grandma Smith	5/3/12 19:21	Incoming
0	39	didnt see the post i tagged you in?	5/3/12 19:22	Incoming
0	39	No	5/3/12 19:23	Outgoing
0	39	"Storm coming in, thunder, lightening and lots of rain :)"	5/3/12 21:27	Incoming
0	39	Severe weather warning until midnight.	5/3/12 21:28	Outgoing
0	56	"Got 15.6 gallons of gas last night.  Not a long wait, either~thanks to you!  lucy"	5/4/12 6:39	Incoming
0	56	Yeah.	5/4/12 7:33	Outgoing
0	49	Mom wants to know if you could take her to the grocery store today. Needs a few items. Nothing big.	5/4/12 9:07	Outgoing
0	49	Yes get off at 1130#	5/4/12 9:09	Incoming
0	49	"Anytime today would be fine. If you need a short nap, take it. She does not mind. At dr apt now."	5/4/12 9:10	Outgoing
0	70	Would I be able to convince you to bring two dvi cables up to the office?	5/4/12 10:46	Incoming
0	70	Sure	5/4/12 11:19	Outgoing
0	70	I have a butterfly in the office	5/4/12 15:07	Incoming
0	48	"I didn't forget about you (C++ code). Pipe broke in the wall, house flooded, haven't had my Internet hooked up so I can't email it to you yet."	5/5/12 12:02	Incoming
0	48	If not up by tomorrow I will run to Starbucks and ensure you get it	5/5/12 12:24	Incoming
0	48	Don't worry. I will see what else i can figure out on my own. Take care of the water issues.	5/5/12 13:13	Outgoing
0	48	"I will def get it to u by tomorrow, don't worry"	5/5/12 13:42	Incoming
0	48	I am more worried about your house than homework.	5/5/12 13:43	Outgoing
0	48	that wall so we're good	5/5/12 13:44	Incoming
0	48	"lol I am not worried: praise God for homeowner's insurance. My only expense is the plumbing, which isn't too bad. And we don't have anything valuable on"	5/5/12 13:44	Incoming
0	39	"I am sorry, but i have a migraine."	5/5/12 18:16	Outgoing
0	114	I'm running late I'm on my way now this is cindy.	5/7/12 12:33	Incoming
0	48	"I forgot to tell you, read the Minds paper prof smith posted. A question will be on the test relating to this article."	5/7/12 17:55	Outgoing
0	48	I emailed code btw	5/7/12 18:07	Incoming
0	48	Thx	5/7/12 18:07	Incoming
0	48	Ok thanks.	5/7/12 18:08	Outgoing
0	49	138 out of 150. Thats a 92.	5/7/12 19:52	Incoming
0	49	You go girl.	5/7/12 20:22	Outgoing
0	40	good to start with.	5/9/12 9:31	Incoming
0	40	do you have any large boxes at work? I have to ship something 4feet long 1foot wide and 6inches tall. I could make a box but I don't really have anything	5/9/12 9:31	Incoming
0	48	Will u be at school before the exam at all?	5/9/12 9:39	Incoming
0	130	"Hey cindy, this is cindy I am running late I have to meet with my group and fix my report."	5/9/12 12:31	Incoming
0	130	Ok	5/9/12 12:33	Outgoing
0	40	"Sorry, I do not."	5/9/12 12:33	Outgoing
0	48	Yes i will be. No sense in going home for that little time.	5/9/12 12:34	Outgoing
0	48	Ok  count me in	5/9/12 12:36	Outgoing
0	48	At 5:30	5/9/12 12:36	Incoming
0	48	Cool. Meeting Carl up b4 class to go over math for exam	5/9/12 12:36	Incoming
0	48	Me and Luke are headed to bw3's in wheaton	5/9/12 20:20	Incoming
0	48	Gonna pass 2nite. I have to present tomorrow. Need to go over my ppt one more time and print final document.	5/9/12 20:31	Outgoing
0	48	Good luck!	5/9/12 20:41	Incoming
0	48	"You know, if you did it for me, it would make on easier on me."	5/9/12 20:42	Outgoing
0	48	Haha	5/9/12 21:45	Incoming
0	48	Thought you would like that.	5/9/12 21:46	Outgoing
0	48	I did it.	5/10/12 17:04	Outgoing
0	48	I agree	5/10/12 17:05	Outgoing
0	48	Yeah!!!	5/10/12 17:05	Incoming
0	48	Thanks.	5/10/12 17:08	Outgoing
0	48	Congrats!	5/10/12 17:08	Incoming
0	56	"lucy, i did it."	5/10/12 17:09	Outgoing
0	56	I knew you would!  So proud of you!	5/10/12 17:25	Incoming
